Key,Date,Pro,Pro Cell,Shipper,Consignee,Product,Status,Target Weight,Net Weight,Railcar 1,Batch 1,Railcar 1 Weight,Railcar 2,Batch 2,Railcar 2 Weight,Shipper Order,Customer PO#,,,,,,,,,,,,,,archive_status
TBOA 1968,12/11/2024,63235,G58,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,CANCELLED,47000,0,,,0,,,,81273672,4503754880,,,,,,,,,,,,,,TRUE
TBOA 1969,12/11/2024,63236,O58,CP CHEM,"AXIUM PKG - JEFFERSON CITY, MO",9513H,Yes - On Dispatch Schedule,47000,46000,CPCX 815785,NRH120962,43320,CEFX 54181,NRH120961,2680,81273673,4500035449,,,,,,,,,,,,,,TRUE
TBOA 1970,12/11/2024,63237,W58,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46940,PNWX 201486,PRM610280,46940,,,,81273667,4503757482,,,,,,,,,,,,,,TRUE
TBOA 1971,12/11/2024,63256,G76,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,Yes - On Dispatch Schedule,48000,47280,CBFX 470565,24006647,23420,ECUX 881923,24009632,23860,14631563,881542136,,,,,,,,,,,,,,TRUE
TBOA 1972,12/11/2024,63257,O76,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,49500,48880,OCPX 71749,5470N9A046,48880,,,,86658878,4506241946,,,,,,,,,,,,,,TRUE
TBOA 1973,12/11/2024,63286,W76,LYONDELLBASELL,"SILGAN PLASTICS - HAZELWOOD, MO",RP311H,Yes - On Dispatch Schedule,48000,47260,EQUX 14227,DK08LKK02,47260,,,,8108425365,378861-56,,,,,,,,,,,,,,TRUE
TBOA1974,12/12/2024,63219,G4,K-BIN,"CHARLES INDUSTRIES - CANTON, MO",KB2971T1GRN9994,Yes - On Dispatch Schedule,43000,42180,ROIX 57899,AF240903,42180,,,,57899-2,563291,,,,,,,,,,,,,,TRUE
TBOA 1975,12/12/2024,63238,O4,NOVA,"MANCHESTER PKG - ST. JAMES, MO",FP120-D02,Yes - On Dispatch Schedule,48000,47420,NCIX 220383,JS00110948,14860,NCLX 210304,JS00110966,32560,402331473,78980,,,,,,,,,,,,,,TRUE
TBOA 1976,12/12/2024,63239,W4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48320,XOMX 720902,24J0781A5,48320,,,,14625913,881536223,,,,,,,,,,,,,,TRUE
TBOA 1977,12/12/2024,63240,G22,SHINTECH,"GREENSTREAK - ST LOUIS, MO",SE1300H,Yes - On Dispatch Schedule,45000,44900,ROIX 58211,RC091224073V,44900,,,,58211-1,4505043076-10,,,,,,,,,,,,,,TRUE
TBOA 1978,12/12/2024,63248,O22,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48300,XOMX 720902,24J0781A5,22660,XOMX 711345,24J0781A4,25640,14630140,881540554,,,,,,,,,,,,,,TRUE
TBOA 1979,12/12/2024,63249,W22,EXXON,"WHIRLPOOL - VICTOR, IA",PP7694E2,Yes - On Dispatch Schedule,48000,47460,XOMX 730114,24K11QAH,47460,,,,14630044,881540550,,,,,,,,,,,,,,TRUE
TBOA 1980,12/12/2024,63250,G40,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,MOVED,45000,0,,,0,,,,L4BA361,4505049645,,,,,,,,,,,,,,TRUE
TBOA 1981,12/12/2024,63251,O40,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,47480,PSPX 2662,PRM610310,47480,,,,81274511,4503757484,,,,,,,,,,,,,,TRUE
TBOA 1982,12/12/2024,63252,W40,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46160,PSPX 2662,PRM610310,46160,,,,81274512,4503754881,,,,,,,,,,,,,,TRUE
TBOA 1983,12/12/2024,63258,G58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47420,MLLX 98518,CB124K1802,10780,EQUX 13544,CB124K2604,36640,8108412709,4500035431,,,,,,,,,,,,,,TRUE
TBOA 1984,12/12/2024,63259,O58,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,48320,EQUX 23277,DK09M0601,48320,,,,8108412707,B00901407,,,,,,,,,,,,,,TRUE
TBOA 1985,12/12/2024,63260,W58,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,47180,EQUX 23277,DK09M0601,47180,,,,8108412706,1837,,,,,,,,,,,,,,TRUE
TBOA 1986,12/12/2024,63273,G76,LYONDELLBASELL,"PRETIUM PKG - AURORA, IL",L5840,Yes - On Dispatch Schedule,"45,000 max",46080,EQUX 13051,MT124H2611,46080,,,,8108420792,920011020,,,,,,,,,,,,,,TRUE
TBOA 1987,12/12/2024,63309,O76,EXXON,"WHIRLPOOL - WEST BRANCH, IA",PP7694E2,Yes - On Dispatch Schedule,48000,47000,XOMX 717745,24K11QAJ,47000,,,,14645545,881556079,,,,,,,,,,,,,,TRUE
TBOA 1988,12/12/2024,63265,W76,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,46600,ECUX 881626,24008620,16260,ECUX 880558,24008632,30340,14630091,881540552,,,,,,,,,,,,,,TRUE
TBOA 1989,12/12/2024,63315,G94,LYONDELLBASELL,"PRETIUM PKG - AURORA, IL",L5840,Yes - On Dispatch Schedule,38000,38740,UTCX 49470,MT124H2212,38740,,,,84115830,920010484,,,,,,,,,,,,,,TRUE
TBOA1990,12/13/2024,63241,G4,SHINTECH,"GREENSTREAK - ST LOUIS, MO",SE1300H,Yes - On Dispatch Schedule,45000,45740,ROIX 58211,RC091224073V,45740,,,,58211-2,4505043076-20,,,,,,,,,,,,,,TRUE
TBOA 1991,12/13/2024,63253,O4,EXXON,"TOYOTA BOSHOKU - SCOTTSBURG, IN",PP7855E1,Yes - On Dispatch Schedule,48000,48080,MBLX 53435,24K1841B4,48080,,,,14630141,881540551,,,,,,,,,,,,,,TRUE
TBOA 1992,12/13/2024,63254,W4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48180,XOMX 711345,24J0781A4,48180,,,,14630104,881540553,,,,,,,,,,,,,,TRUE
TBOA 1993,12/13/2024,63260,G22,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,MOVED,,0,,,0,,,,8108412706,1837,,,,,,,,,,,,,,TRUE
TBOA 1994,12/13/2024,63261,O22,LYONDELLBASELL,"AXIUM (INNOV) - NEW ALBANY, OH",RP311H,Yes - On Dispatch Schedule,STRIP OUT,47700,MLLX 98598,DK05LKJ04,47700,,,,8108412712,4500035366,,,,,,,,,,,,,,TRUE
TBOA 1995,12/13/2024,63262,W22,LYONDELLBASELL,"ALPHA - ST LOUIS, MO",RP311H,Yes - On Dispatch Schedule,48000,47340,EQUX 14227,DK08LKK02,47340,,,,8108412716,7312-01,,,,,,,,,,,,,,TRUE
TBOA 1996,12/13/2024,63263,G40,LYONDELLBASELL,"HILAND DAIRY - KANSAS CITY, MO",LM600700,Yes - On Dispatch Schedule,48000,47420,EQUX 641045,CL424L14J3,47420,,,,8108412720,11196,,,,,,,,,,,,,,TRUE
TBOA 1997,12/13/2024,63264,O40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47120,WFRX 870785,CB124K2903,47120,,,,8108412715,4500035431,,,,,,,,,,,,,,TRUE
TBOA 1998,12/13/2024,63265,W40,EXXON,"CKS PKG - OMAHA, NE",AD60-005,MOVED,48000,0,,,0,,,,14630091,881540552,,,,,,,,,,,,,,TRUE
TBOA 1999,12/13/2024,63266,G58,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,CANCELLED,48000,0,,,0,,,,14631842,881542137,,,,,,,,,,,,,,TRUE
TBOA 2000,12/13/2024,63267,O58,EXXON,"TOYOTA BOSHOKU - PRINCETON, IN",PP8285E1,Yes - On Dispatch Schedule,48000,47660,XOMX 711345,24J0781A4,47660,,,,14633562,881544436,,,,,,,,,,,,,,TRUE
TBOA 2001,12/13/2024,63268,W58,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47760,XOMX 711345,24J0781A4,47760,,,,14633611,881544441,,,,,,,,,,,,,,TRUE
TBOA 2002,12/13/2024,63271,G76,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,STRIP OUT,49300,OCPX 71749,5470N9A046,49300,,,,86659618,4506241946,,,,,,,,,,,,,,TRUE
TBOA 2003,12/13/2024,63272,O76,EXXON,"TG KENTUCKY - LEBANON, KY",PP7855E1,Yes - On Dispatch Schedule,48000,47660,EPAX 945756,24H0183A4,17480,MBLX 53435,24K1841B4,30180,14637316,881548667,,,,,,,,,,,,,,TRUE
TBOA 2004,12/13/2024,63273,W76,LYONDELLBASELL,"PRETIUM PKG - AURORA, IL",L5840,MOVED,"45,000 max",0,EQUX 13051,MT124H2611,0,,,,8108420792,920011020,,,,,,,,,,,,,,TRUE
TBOA 2005,12/13/2024,63287,G94,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46400,PNWX 201486,PRM610280,11320,PSPX 2662,PRM610310,35080,81276759,4503754882,,,,,,,,,,,,,,TRUE
TBOA 2006,12/13/2024,63288,O94,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46440,PSPX 2662,PRM610310,33620,CHVX 890353,PRM610460,12820,81276761,4503757485,,,,,,,,,,,,,,TRUE
TBOA 2007,12/13/2024,63316,W94,BAMBERGER AMCO,"LADDAWN INC. - MANCHESTER, IA",BAPOLENE 615P,Yes - On Dispatch Schedule,STRIP OUT,46080,TILX 624502,37278189,46080,,,,101369283-01-01,4808548,,,,,,,,,,,,,,TRUE
TBOA2008,12/14/2024,63274,G4,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47000,EQUX 18248,CB124K2704,27540,WFRX 870785,CB124K2903,19460,8108420797,4500035431,,,,,,,,,,,,,,TRUE
TBOA2036,12/16/2024,63242,G4,SHINTECH,"GREENSTREAK - ST LOUIS, MO",SE1300H,Yes - On Dispatch Schedule,45000,45500,ROIX 58211,RC091224073V,45500,,,,58211-3,4505043076-30,,,,,,,,,,,,,,TRUE
TBOA 2037,12/16/2024,63269,O4,BAMBERGER AMCO,"COMPAC INT - CARBONDALE, IL",BAPOLENE 133B NATURAL,CANCELLED,48000,44280,CEFX 54359,8753491RL,44280,,,,101300172-01-01,RM240348,,,,,,,,,,,,,,TRUE
TBOA 2038,12/16/2024,63270,W4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47720,XOMX 622481,24J0781A2,47720,,,,14633612,881544437,,,,,,,,,,,,,,TRUE
TBOA 2039,12/16/2024,63275,G22,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48860,XOMX 711345,24J0781A4,36280,XOMX 622481,24J0781A2,12580,14637297,881548655,,,,,,,,,,,,,,TRUE
TBOA 2040,12/16/2024,63276,O22,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,Yes - On Dispatch Schedule,48000,47300,XOMX 622481,24J0781A2,47300,,,,14637298,881548654,,,,,,,,,,,,,,TRUE
TBOA 2041,12/16/2024,63277,W22,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,46420,WFRX 870785,CB124K2903,46420,,,,8108420806,4500035431,,,,,,,,,,,,,,TRUE
TBOA 2042,12/16/2024,63278,G40,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,Yes - On Dispatch Schedule,STRIP OUT,43060,EQUX 631394,DK04M0601,43060,,,,8108420796,14945,,,,,,,,,,,,,,TRUE
TBOA 2043,12/16/2024,63279,O40,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,MOVED,48000,48560,EQUX 23277,DK09M0601,48560,,,,8108420804,B00901407,,,,,,,,,,,,,,TRUE
TBOA 2044,12/16/2024,63280,W40,LYONDELLBASELL,"DEE ZEE INC - WEST DES MOINES, IA",HIFAX TRC 779P 848,Yes - On Dispatch Schedule,47000,46240,EQUX 23296,DJ27T0601,46240,,,,8108420799,9092450,,,,,,,,,,,,,,TRUE
TBOA 2045,12/16/2024,63222,G58,CP CHEM,"ALPLA - IOWA CITY, IA",9503H,Yes - On Dispatch Schedule,47000,48160,CPCX 814244,NRG120872,48160,,,,81272517,APO00251855,,,,,,,,,,,,,,TRUE
TBOA 2046,12/16/2024,63303,O58,EXXON,"NYX - NEW ALBANY, IN",PP7855E1,Yes - On Dispatch Schedule,48000,47540,XOMX 720702,24K2483A5,47540,,,,14644297,881556203,,,,,,,,,,,,,,TRUE
TBOA 2047,12/16/2024,63291,W58,EXXON,"EPC - LEBANON, KY",PP7855E1,Yes - On Dispatch Schedule,48000,48060,MBLX 53435,24K1841B4,48060,,,,14645400,881556380,,,,,,,,,,,,,,TRUE
TBOA 2048,12/16/2024,63298,G76,BAMBERGER AMCO,"TNT PLASTICS - PERRYVILLE, MO",BAPOLENE 133F NATURAL,Yes - On Dispatch Schedule,48000,47840,WLPX 161139,8728474RL,42340,ACFX 68398,8863760RL,5500,101279080-01-02,11676,,,,,,,,,,,,,,TRUE
TBOA 2049,12/16/2024,63334,O76,LYONDELLBASELL,"BECTON DICKINSON - BROKEN BOW, NE",PF511,Yes - On Dispatch Schedule,46000,47240,MLLX 24048,DH29BCC03,47240,,,,8108436207,6501304415,,,,,,,,,,,,,,TRUE
TBOA2050,12/17/2024,63281,G4,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,47320,ECUX 880558,24008632,47320,,,,14637244,881548650,,,,,,,,,,,,,,TRUE
TBOA 2051,12/17/2024,63282,O4,SEMCO,"SEMCO - ST LOUIS, MO",RN-29H (HDPE),Yes - On Dispatch Schedule,40000,39180,CCBX 59679,RN-29H(12-9-24),39180,,,,116783426-1,70416,,,,,,,,,,,,,,TRUE
TBOA 2052,12/17/2024,63283,W4,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,STRIP OUT,43680,EQUX 23277,DK09M0601,43680,,,,8108420801,1837,,,,,,,,,,,,,,TRUE
TBOA 2053,12/17/2024,63289,G22,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,MOVED,45000,0,GACX 1517,2408001517,0,,,,L4BA362,4505049645,,,,,,,,,,,,,,TRUE
TBOA 2054,12/17/2024,63290,O22,EXXON,"WHIRLPOOL - VICTOR, IA",PP7694E2,Yes - On Dispatch Schedule,48000,48180,XOMX 730114,24K11QAH,42840,XOMX 717745,24K11QAJ,5340,14640709,881552264,,,,,,,,,,,,,,TRUE
TBOA 2055,12/17/2024,63292,W22,LYONDELLBASELL,"PRAIRIE FARMS - O'FALLON, IL",LM600700,Yes - On Dispatch Schedule,48000,47180,EQUX 641045,CL424L14J3,47180,,,,8108425377,LB121724,,,,,,,,,,,,,,TRUE
TBOA 2056,12/17/2024,63293,G40,LYONDELLBASELL,"SILGAN PLASTICS - FLORA, IL",RP311H,Yes - On Dispatch Schedule,48000,47320,EQUX 19497,DK07LKK02,47320,,,,8108425375,389971-6,,,,,,,,,,,,,,TRUE
TBOA 2057,12/17/2024,63294,O40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,48140,WFRX 870785,CB124K2903,48140,,,,8108425371,4500035431,,,,,,,,,,,,,,TRUE
TBOA 2058,12/17/2024,63295,W40,CP CHEM,"ALTIUM PKG - WEST MEMPHIS, AR",9513H,Yes - On Dispatch Schedule,47000,46140,CEFX 54181,NRH120961,46140,,,,81277531,346327,,,,,,,,,,,,,,TRUE
TBOA 2059,12/17/2024,63296,G58,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46060,CHVX 890353,PRM610460,46060,,,,81277535,4503754883,,,,,,,,,,,,,,TRUE
TBOA 2060,12/17/2024,63297,O58,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46520,CHVX 890353,PRM610460,46520,,,,81277538,4503757486,,,,,,,,,,,,,,TRUE
TBOA 2061,12/17/2024,63298,W58,BAMBERGER AMCO,"TNT PLASTICS - PERRYVILLE, MO",BAPOLENE 133F NATURAL,MOVED,48000,0,,,0,,,,101279080-01-02,11676,,,,,,,,,,,,,,TRUE
TBOA 2062,12/17/2024,63310,G76,LYONDELLBASELL,"GRAHAM PKG - MUSKOGEE, OK",RP311H,Yes - On Dispatch Schedule,45000,45460,EQUX 19497,DK07LKK02,45460,,,,8108429105,8800318763,,,,,,,,,,,,,,TRUE
TBOA 2063,12/17/2024,63333,O76,FORMOSA,"BELDEN INC. - RICHMOND, IN",H685P,Yes - On Dispatch Schedule,45000,44300,GACX 1517,2408001517,44300,,,,L4CA144,227929,,,,,,,,,,,,,,TRUE
TBOA2064,12/18/2024,63243,G4,SHINTECH,"GREENSTREAK - ST LOUIS, MO",SE1300H,Yes - On Dispatch Schedule,STRIP OUT,40480,ROIX 58211,RC091224073V,40480,,,,58211-4,4505043076-40,,,,,,,,,,,,,,TRUE
TBOA 2065,12/18/2024,63291,O4,EXXON,"EPC - LEBANON, KY",PP7855E1,MOVED,48000,0,,,0,,,,14640691,881552258,,,,,,,,,,,,,,TRUE
TBOA 2066,12/18/2024,63299,W4,LYONDELLBASELL,"AXIUM (INNOV) - NEW ALBANY, OH",RP311H,Yes - On Dispatch Schedule,48000,48980,EQUX 19497,DK07LKK02,48980,,,,8108425372,4500035366,,,,,,,,,,,,,,TRUE
TBOA 2067,12/18/2024,63300,G22,LYONDELLBASELL,"FLEX N GATE PLASTICS - DANVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,47200,EQUX 23292,DK10M0601,47200,,,,8108425374,9407,,,,,,,,,,,,,,TRUE
TBOA 2068,12/18/2024,63304,O22,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47500,XOMX 622481,24J0781A2,47500,,,,14644259,881554798,,,,,,,,,,,,,,TRUE
TBOA 2069,12/18/2024,63305,W22,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,CANCELLED,47000,0,PSPX 2637,PRM610350,0,,,,81278167,4503754884,,,,,,,,,,,,,,TRUE
TBOA 2070,12/18/2024,63306,G40,CP CHEM,"BECTON DICKINSON - BROKEN BOW, NE",9018,Yes - On Dispatch Schedule,47000,46580,SHQX 41849,DRH921610,46580,,,,81278148,6501282642,,,,,,,,,,,,,,TRUE
TBOA 2071,12/18/2024,63307,O40,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,46000,45100,CHVX 890353,PRM610460,45100,,,,81278145,4503757487,,,,,,,,,,,,,,TRUE
TBOA 2072,12/18/2024,63317,W40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47460,CBFX 490650,CB124L1901,47460,,,,8108429109,4500035431,,,,,,,,,,,,,,TRUE
TBOA 2073,12/18/2024,63318,G58,LYONDELLBASELL,"HILAND DAIRY - KANSAS CITY, MO",LM600700,Yes - On Dispatch Schedule,48000,47920,EQUX 620126,CL424L28J1,47920,,,,8108429110,11308,,,,,,,,,,,,,,TRUE
TBOA 2074,12/18/2024,63325,O58,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,47240,EQUX 23292,DK10M0601,47240,,,,8108432625,14945,,,,,,,,,,,,,,TRUE
TBOA 2075,12/18/2024,63326,W58,EXXON,"FAURECIA - SPRING HILL, TN",PP8285E1,Yes - On Dispatch Schedule,STRIP OUT,48300,XOMX 622481,24J0781A2,48300,,,,14649205,881560613,,,,,,,,,,,,,,TRUE
TBOA 2076,12/18/2024,63335,G76,EXXON,"TOYOTA BOSHOKU - SCOTTSBURG, IN",PP8285E1,Yes - On Dispatch Schedule,48000,47780,XOMX 720035,24K2881D4,47780,,,,14651455,881563127,,,,,,,,,,,,,,TRUE
TBOA 2077,12/18/2024,63349,O76,BAMBERGER AMCO,"LADDAWN INC. - MANCHESTER, IA",BAPOLENE 133B,Yes - On Dispatch Schedule,48000,45080,AOKX 92474,8743906RL,45080,,,,101388809-01-01,4820650,,,,,,,,,,,,,,TRUE
TBOA2078,12/19/2024,63308,G4,EXXON,"YANFENG - LOUISVILLE, KY",PP7855E1,Yes - On Dispatch Schedule,48000,48040,MBLX 53435,24K1841B4,32780,XOMX 720702,24K2483A5,15260,14644271,881554802,,,,,,,,,,,,,,TRUE
TBOA 2079,12/19/2024,63250,O4,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,47200,GACX 1517,2408001517,47200,,,,L4BA361,4505049645,,,,,,,,,,,,,,TRUE
TBOA 2080,12/19/2024,63284,W4,SEMCO,"SEMCO - ST LOUIS, MO",RN-29H (HDPE),Yes - On Dispatch Schedule,40000,39120,CCBX 59679,RN-29H(12-9-24),39120,,,,116783426-2,70416,,,,,,,,,,,,,,TRUE
TBOA 2081,12/19/2024,63311,G22,CP CHEM,"ALTIUM PKG - WEST MEMPHIS, AR",9513H,CANCELLED,47000,0,,,0,,,,81278240,346328,,,,,,,,,,,,,,TRUE
TBOA 2082,12/19/2024,63312,O22,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46580,PSPX 2637,PRM610350,46580,,,,81278238,4503754885,,,,,,,,,,,,,,TRUE
TBOA 2083,12/19/2024,63313,W22,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,48000,PSPX 2637,PRM610350,48000,,,,81278237,4503757488,,,,,,,,,,,,,,TRUE
TBOA 2084,12/19/2024,63319,G40,EXXON,"TG MISSOURI - PERRYVILLE, MO",PP7855E1,Yes - On Dispatch Schedule,48000,48040,CITX 703210,24K2283A8,48040,,,,14647556,881559153,,,,,,,,,,,,,,TRUE
TBOA 2085,12/19/2024,63320,O40,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,Yes - On Dispatch Schedule,48000,47500,XOMX 720035,24K2881D4,47500,,,,14647538,881559161,,,,,,,,,,,,,,TRUE
TBOA 2086,12/19/2024,63327,W40,LYONDELLBASELL,"SILGAN PLASTICS - HAZELWOOD, MO",RP311H,Yes - On Dispatch Schedule,48000,47660,EQUX 19497,DK07LKK02,47660,,,,8108432643,378861-57,,,,,,,,,,,,,,TRUE
TBOA 2087,12/19/2024,63328,G58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47820,EQUX 13544,CB124K2604,30760,CBFX 490650,CB124L1901,17060,8108432641,4500035431,,,,,,,,,,,,,,TRUE
TBOA 2088,12/19/2024,63329,O58,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,CANCELLED,,0,,,0,,,,8108432630,B00901407,,,,,,,,,,,,,,TRUE
TBOA 2089,12/19/2024,63279,W58,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,48560,EQUX 23277,DK09M0601,48560,,,,8108420804,B00901407,,,,,,,,,,,,,,TRUE
TBOA 2090,12/19/2024,63343,G76,CP CHEM,"RING CONT - ST JOSEPH, MO",9503H,Yes - On Dispatch Schedule,47000,47080,AOKX 602042,NRH120322,47080,,,,81281024,600000820,,,,,,,,,,,,,,TRUE
TBOA 2091,12/19/2024,63332,O76,LYONDELLBASELL,"PRETIUM PKG - AURORA, IL",L5840,Yes - On Dispatch Schedule,"45,000 MAX",44740,EQUX 13051,MT124H2611,44740,,,,8108432628,920011021,,,,,,,,,,,,,,TRUE
TBOA 2092,12/19/2024,63350,W76,K-BIN,"CHARLES INDUSTRIES - CANTON, MO",T23GRN9994,Yes - On Dispatch Schedule,46000,48080,ROIX 57598,A2240913,48080,,,,57598-2,563289,,,,,,,,,,,,,,TRUE
TBOA 2093,12/19/2024,63353,G94,FORMOSA,"BELDEN INC. - RICHMOND, IN",H685P,Yes - On Dispatch Schedule,45000,44760,GACX 1517,2408001517,44760,,,,L4CA199,246558,,,,,,,,,,,,,,TRUE
TBOA2094,12/20/2024,63314,G4,LYONDELLBASELL,"BECTON DICKINSON - BROKEN BOW, NE",PF511,Yes - On Dispatch Schedule,46000,45200,EQUX 16828,DH30BCC01,2320,MLLX 24048,DH29BCC03,42880,8108429107,6501245003,,,,,,,,,,,,,,TRUE
TBOA 2095,12/20/2024,63321,O4,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,46720,ECUX 880558,24008632,46720,,,,14647503,881559162,,,,,,,,,,,,,,TRUE
TBOA 2096,12/20/2024,63322,W4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47260,XOMX 720035,24K2881D4,16780,XOMX 717117,24J0681B8,30480,14647548,881559169,,,,,,,,,,,,,,TRUE
TBOA 2097,12/20/2024,63323,G22,EXXON,"EPC - LEBANON, KY",PP7855E1,Yes - On Dispatch Schedule,48000,47660,XOMX 720702,24K2483A5,47660,,,,14647502,881559166,,,,,,,,,,,,,,TRUE
TBOA 2098,12/20/2024,63330,O22,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,46680,PSPX 2637,PRM610350,46680,,,,81279183,4503754886,,,,,,,,,,,,,,TRUE
TBOA 2099,12/20/2024,63331,W22,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,45540,PSPX 8199,PRM610360,45540,,,,81279190,4503757489,,,,,,,,,,,,,,TRUE
TBOA 2100,12/20/2024,63332,G40,LYONDELLBASELL,"PRETIUM PKG - AURORA, IL",L5840,MOVED,"45,000 MAX",0,,,0,,,,8108432628,920011021,,,,,,,,,,,,,,TRUE
TBOA 2101,12/20/2024,63336,O40,EXXON,"TOYOTA BOSHOKU - PRINCETON, IN",PP8285E1,Yes - On Dispatch Schedule,48000,48080,XOMX 717117,24J0681B8,48080,,,,14650916,881562554,,,,,,,,,,,,,,TRUE
TBOA 2102,12/20/2024,63337,W40,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,48380,XOMX 720035,24K2881D4,48380,,,,14650614,881562550,,,,,,,,,,,,,,TRUE
